Taxonomy tree:
      - 5988806996e8d12f5d4aa911960d842cf7be0c24
      - d69521c1521bfa3fefb32b2106da38b1821e975d
      - 0b7e9b6b588baa3f24fdde06feec26a067aa74bd
      - b3213c84a6ff7a2f11099de783c93166e4fc02a4
- Training Objectives
  - Masking
    - Token
      - fb4bbfc21dedff1fce8276824530a625bd0395af
      - 2ebfa7db6e0899041fff28b9f7fd212581d4f7e8
      - 51648639358a87a085f34829ed71a40a19b3f653
      - 7f9f9bce3b92471cec2ef427ca96d8bb358beb6f
      - 02bc90e9fb4a681b048c6652720afe439d16e6cd
      - f1fff40fff36d546873705ee564f4d59b88bed59
    - Cell
      - 52cb05d721688cb766c6e282e9d55c3b8e3dc0cf
      - a2ec47b9bcc95d2456a8a42199233e5d9129ef18
      - 1b055049c568be70d6a762679cdb93f630d5d6e6
      - 24a12899ce97bd4a56f7c6b49d3979b9465f0190
      - 787391e3584528dc55ae0f55984d130dafcaef46
      - 9acd6d8b695187831222d94277f3ffcf1d561d10
      - a5b1d1cab073cb746a990b37d42dc7b67763f881
    - Context
      - 7f9f9bce3b92471cec2ef427ca96d8bb358beb6f
      - 24a12899ce97bd4a56f7c6b49d3979b9465f0190
      - a5b1d1cab073cb746a990b37d42dc7b67763f881
  - Corrupting
    - a2ec47b9bcc95d2456a8a42199233e5d9129ef18
    - 386bfd0e411dee4f512a8737c55dd84846981182
  - Token-level Objectives
    - 394bd431e522b86581086bcb5cd9be161cf1cdf4
    - e0f27336698c84709bd60b6b7f4ce588cbae66bf
    - 6f4440c8333e68e17680169e54244b74c4e5bd6f
    - 2406cf39805c70264c4226b7325a09b506c70921
    - 8c881130d499a21db478961d160b7d7542158c70
    - 60b7c6913bead7636cba9aec55b1428c466771e1
    - 1f3d3aaa4e33aee616ee7fbf1bb7ad40ca7ff5f1
    - 2e43501a14b831744999355c177321709659aff1
    - 5988806996e8d12f5d4aa911960d842cf7be0c24
    - 4e1cac32403c6caff15aa8c2a3560031bb05c6d4
    - 0b7e9b6b588baa3f24fdde06feec26a067aa74bd
    - b3213c84a6ff7a2f11099de783c93166e4fc02a4
  - Constrastive Learning
    - 249f1c891dbe81a825cfb4fbf1669ff95baf9779
    - db5db403116563cab60f82cbf1a0d745fb80e4aa
    - 39f0f28848990f74eeb9019f579c6ebcc8ef3ea1
  - Sample-wise Prediction
    - 8ab6174791a0299e779804300142237d1669c743
    - 413353636076b1d5f186f03360ac07e0fd1d0471
    - 35414b044e497ca954e4984d001357fc11f4b63c
    - 9dcee248452d84b6bf26911ba6726ae5ce1a46f3
    - ef94fa6d42dff879b73ffa61340584a289bee106
    - 5988806996e8d12f5d4aa911960d842cf7be0c24
    - d69521c1521bfa3fefb32b2106da38b1821e975d
    - b3213c84a6ff7a2f11099de783c93166e4fc02a4
